TweetID,LangID,TopicID,HateLabel
1372970828401418243,0,3,0
1372970109816471563,0,2,0
1372967645008560142,0,3,2
1372965992658309126,0,3,2
1372964450987167744,0,3,0
1372964043904942081,0,3,0
1372963373751623680,0,3,0
1372963177080754184,0,3,2
1372962735613431808,0,3,0
1372961855656882181,0,3,0
1372960945358655494,0,3,0
1372960815381413893,0,3,0
1372959294203822080,0,3,0
1372959019686633480,0,3,2
1372958990100017158,0,3,2
1372958904842326023,0,3,2
1372958797820534785,0,3,0
1372958683580264455,0,3,0
1372958545491210243,0,3,0
1372957893574733832,0,3,2
1372957635624976389,0,2,0
1372956587632033793,0,3,2
1372955456973463557,0,3,2
1372955236294361096,0,3,0
1372953064634789900,0,3,0
1372950998076043265,0,3,2
1372947427305648131,0,3,2
1372947049352679428,0,3,0
1372946618811580423,0,3,0
1372946499408175112,0,3,0
1372944934953754629,0,3,0
1372944838195359745,0,3,0
1372944704375951364,0,3,0
1372943050385805321,0,3,0
1372941433280299012,0,3,0
1372940759440179201,0,3,1
1372940108085788675,0,3,0
1372940035297841165,0,3,0
1372938229339586562,0,3,0
1372935582981222403,0,3,0
1372933638388654084,0,3,0
1372933548638879746,0,3,0
1372932435772588038,0,3,0
1372932372954423297,0,3,0
1372932079369994246,0,3,0
1372931847760580615,0,3,0
1372930662571913216,0,3,0
1372929663698415620,0,2,0
1372927272873771009,0,3,0
1372926035113705476,0,3,2
1372924221211443206,0,3,0
1372924014486822921,0,3,0
1372922350207897605,0,3,0
1372922070426865664,0,3,0
1372921201157365763,0,2,0
1372919538736627719,0,3,0
1372918935214043139,0,3,0
1372917022091141124,0,3,0
1372916474151587841,0,3,0
1372916366559301632,0,3,0
1372915948433313798,0,3,0
1372915764458586115,0,3,0
1372915301499740163,0,3,0
1372914986700378122,0,3,0
1372914506029006856,0,3,0
1372914418313535496,0,3,2
1372913870382194689,0,3,0
1372913786248687620,0,3,2
1372913050072846338,0,3,0
1372912475339915273,0,2,0
1372911989350047746,0,3,0
1372910940774092806,0,3,0
1372910747789971457,0,3,0
1372909669237321728,0,3,0
1372909645770194950,0,3,0
1372909430279442434,0,3,0
1372908418986602500,0,3,0
1372906848152645633,0,3,0
1372905690424086529,0,3,0
1372904993498525706,0,3,0
1372904731870367751,0,3,2
1372904552236785664,0,3,2
1372904284552069124,0,3,0
1372904072932700162,0,3,0
1372903599899049990,0,3,0
1372903183878664192,0,3,0
1372902832001708035,0,3,2
1372901305639911435,0,3,0
1372900670169350154,0,3,0
1372900639437639687,0,3,0
1372899960212054019,0,3,0
1372898545880199171,0,3,0
1372897778490310657,0,3,0
1372897753831985156,0,3,0
1372897216751362048,0,3,0
1372896518966022144,0,2,0
1372896471029325826,0,3,0
1372896286479949826,0,3,0
1372895760824610818,0,3,0
1372895224016551940,0,3,0
1372894349223211008,0,3,0
1372893753741078529,0,3,0
1372892962854727682,0,3,0
1372892862820413445,0,3,0
1372892464445595651,0,3,0
1372891473474170882,0,3,0
1372891418386178051,0,3,0
1372891119009345545,0,3,0
1372890083515326464,0,3,0
1372889823241965579,0,3,0
1372889790639697921,0,3,0
1372889732095574017,0,3,0
1372889468403908611,0,3,0
1372889261549174785,0,3,0
1372889011673530370,0,3,0
1372886655577821187,0,3,0
1372886593007140864,0,3,0
1372884897254285319,0,3,0
1372884895370993665,0,3,0
1372884748213878785,0,3,0
1372884372743983107,0,3,0
1372884248961630208,0,2,0
1372882148844257288,0,3,0
1372881922809008128,0,3,0
1372880871276081153,0,3,0
1372880780834267145,0,3,0
1372880614056194052,0,3,0
1372880608179933196,0,3,0
1372880278394388481,0,3,0
1372880265157222402,0,3,0
1372880084370087938,0,3,0
1372879085861548036,0,3,0
1372879069222735875,0,3,0
1372879018849095683,0,3,0
1372877939960918016,0,3,0
1372877693608468493,0,3,2
1372877608677949445,0,3,2
1372877085115568132,0,3,0
1372876977951158277,0,3,2
1372876808144715778,0,3,0
1372876736208207886,0,3,0
1372876356246249477,0,3,2
1372875901868900355,0,3,0
1372875854787833858,0,3,0
1372875809380311044,0,3,0
1372875489010929664,0,3,0
1372875163583266816,0,3,0
1372875006951124992,0,3,0
1372874950630121476,0,3,0
1372874657519505409,0,3,0
1372874647952367621,0,3,0
1372874057478197251,0,3,0
1372873758785085449,0,3,0
1372873269058138113,0,3,0
1343954316802011136,0,3,2
1343953988874625027,0,3,0
1343953885371785217,0,3,2
1343953534304313345,0,3,0
1343953431288045568,0,3,0
1343952896929509376,0,3,0
1343952531064500226,0,3,2
1343952031833325568,0,3,0
1343951776538652673,0,3,2
1343951651741310976,0,3,0
1343951370395807745,0,3,2
1343951241781641223,0,3,0
1343951027322703882,0,3,0
1343950758358765568,0,3,0
1343950754952978441,0,3,0
1343950569560567810,0,3,1
1343950076444635137,0,3,0
1343950011911073792,0,3,2
1343949984513847296,0,3,0
1343949950552567809,0,3,0
1343949925537767425,0,3,0
1343949652413046786,0,3,1
1343949611279540224,0,3,0
1343949440080605186,0,3,2
1343948801418133506,0,3,2
1343948795034427393,0,3,0
1343948345971191809,0,2,0
1343948157055602689,0,3,0
1343947713814138880,0,3,0
1343947700249702401,0,3,0
1343947596776275968,0,3,0
1343946892259041280,0,3,2
1343946618740092928,0,3,2
1343946517833527297,0,3,2
1343946477228470273,0,3,2
1343946373813710848,0,3,0
1343945572236066816,0,3,0
1343944729713635335,0,3,2
1343944469029277697,0,3,2
1343944356793876487,0,3,2
1343944166741581825,0,3,0
1343944098877743104,0,3,0
1343943202827628551,0,3,0
1343942653411549184,0,3,2
1343942145590366209,0,3,2
1343941833060188160,0,3,2
1343941405912215559,0,3,2
1343941185417711616,0,3,0
1343941163166949378,0,3,0
1343941036477997057,0,3,0
1343940990680367104,0,3,0
1343940745296752641,0,3,0
1343940396116799490,0,3,1
1343939538843017216,0,3,0
1343939274635431938,0,3,0
1343939163637350402,0,3,0
1343938789224423429,0,3,1
1343938454057590785,0,3,0
1343937216528207876,0,3,0
1343936982360141824,0,3,2
1343936642470604805,0,3,1
1343935661401927686,0,3,0
1343935429419163648,0,3,2
1343934691905335301,0,3,2
1343933927891869696,0,3,2
1343933760539123712,0,3,2
1343933347194671104,0,3,2
1343932491711836160,0,3,2
1343932055613267973,0,3,2
1343931996322619393,0,3,1
1343931512824225793,0,3,2
1343930828221517824,0,3,0
1343930569634279424,0,3,2
1343930320291299328,0,3,0
1343930029835776004,0,3,0
1343929814823133185,0,3,0
1343929368066854912,0,3,0
1343929314669178880,0,3,2
1343929237938577411,0,3,2
1343929130082054144,0,3,0
1343928572436754432,0,3,0
1343927447310508032,0,3,2
1343927087166578691,0,3,0
1343927041255731200,0,3,2
1343926650514382851,0,3,0
1343926581543264263,0,3,0
1343926273467416576,0,3,2
1343926240265334784,0,3,0
1343926213757251586,0,3,2
1343925394425208833,0,3,2
1343924910255730689,0,3,0
1343924896867508228,0,3,0
1343924504402264064,0,3,0
1343924028587835392,0,3,0
1343923790661758976,0,3,0
1343923783363670016,0,3,0
1343923711393599488,0,3,0
1343923659837235200,0,3,2
1343923566178349058,0,3,0
1343923430505259008,0,3,2
1343923355452375046,0,3,0
1343923318261481472,0,3,1
1343922859194916864,0,3,2
1343922669373239301,0,3,0
1343922449524682753,0,3,0
1343922227071299585,0,3,2
1343921776644993024,0,3,2
1343921415909732353,0,3,0
1343919837878300678,0,3,0
1343919586773663745,0,3,0
1343919134220947457,0,3,0
1343919126746603521,0,3,2
1343919019271839744,0,3,0
1343918449920118792,0,3,0
1343918187964985344,0,3,0
1343917823970717696,0,3,2
1343917452871262208,0,3,2
1343917429920034817,0,3,0
1343917416875745288,0,3,0
1343917321614667777,0,3,0
1343916905086779392,0,3,2
1343916073968492544,0,3,2
1343915290359377920,0,3,0
1343915048108867584,0,3,0
1343914133364858882,0,3,0
1343914065496846337,0,3,2
1343912926210633728,0,3,0
1343912925430509570,0,3,2
1343912588741120012,0,3,0
1343912585356304391,0,3,2
1343912397581508610,0,3,0
1343911813956706304,0,3,2
1343911585887232000,0,3,0
1343911211419758593,0,3,2
1343910527374917636,0,3,2
1343909171834585089,0,3,1
1343908653666103296,0,3,2
1343908447088222209,0,3,0
1343908310068715525,0,3,2
1343907939648733186,0,3,2
1343906427652464640,0,3,0
1343906182075920387,0,3,0
1343906079713996805,0,3,2
1343905738427670528,0,3,2
1343905433321406465,0,3,0
1343904394685927427,0,3,2
1343903773463347201,0,3,2
1343903060633022465,0,3,0
1343902813634646017,0,3,2
1343901609940684804,0,3,2
1343900720484003841,0,3,0
1343900161953693698,0,3,2
1343899680917385219,0,3,0
1343899568455385088,0,3,0
1343899315127914497,0,3,2
1343899120721948676,0,3,0
1343899060990861312,0,3,0
1343898988181917700,0,3,0
1343898154337525763,0,3,2
1375368464844652545,0,3,2
1375366035881271296,0,3,0
1375364849459462145,0,3,2
1375363784970276866,0,3,2
1375362065213313024,0,3,0
1375361018696757251,0,3,2
1375359503386996737,0,3,2
1375358511421534208,0,3,2
1375357844887908354,0,3,2
1375356959851954177,0,3,0
1375355287507451907,0,3,2
1375355039162757122,0,3,0
1375353186010198017,0,3,2
1375344699150643204,0,3,0
1375342549376901120,0,3,2
1375341908600492032,0,3,2
1375341272907583490,0,2,0
1375341082242908165,0,3,2
1375339520808390659,0,3,2
1375338512568967170,0,3,0
1375336321544257540,0,3,2
1375334396430012417,0,3,0
1375332644234362884,0,3,2
1375331877096194053,0,3,2
1375329509101203457,0,3,0
1375326421971828737,0,3,0
1375321925375827969,0,3,0
1375320804834050052,0,3,0
1375317140438388739,0,3,1
1375311395542142977,0,2,0
1375311001709608960,0,3,0
1375307369085866001,0,3,0
1375302856404824065,0,3,2
1375291023342018560,0,3,0
1375264059046649859,0,3,0
1375247118621933574,0,3,0
1375241028249214978,0,3,2
1375239335407157251,0,3,2
1375237123452862467,0,3,2
1375236825686630404,0,2,0
1375228643408928770,0,3,0
1375227767160193027,0,3,2
1375225887898107906,0,3,2
1375224236135096320,0,3,2
1375222064215363585,0,3,0
1375221811613433857,0,3,2
1375219984524320774,0,3,0
1375214102390407174,0,3,2
1375213551187529743,0,3,2
1375211749037772811,0,3,0
1375210231580532739,0,3,0
1375209469848793093,0,3,0
1375205140005847049,0,3,2
1375204389321854984,0,3,2
1375200418909847556,0,3,0
1375199886606532613,0,3,2
1375196248026845185,0,2,0
1375195880752562176,0,3,2
1375193864370323461,0,3,2
1375189336593993731,0,3,2
1375185338155601927,0,3,0
1375185284892082181,0,3,2
1375183868509192193,0,3,0
1375183727085621248,0,3,0
1375182449236381705,0,3,2
1375182350636744705,0,3,2
1375181835882397696,0,3,2
1375180307897450510,0,3,2
1375178676275449862,0,3,2
1375177759312515081,0,3,2
1375177734595444742,0,3,1
1375177197607079940,0,3,0
1375177156100304903,0,3,0
1375175542526373888,0,3,0
1375170906281144326,0,3,2
1375169796111749123,0,3,0
1375168807145246720,0,3,2
1375167039644577795,0,3,2
1375166082034642950,0,3,0
1375163464327512073,0,3,0
1375162516993683461,0,3,2
1375162066915450886,0,3,2
1375158652244520963,0,3,0
1375157972947582980,0,3,0
1375157095893438470,0,3,0
1375156587241832453,0,2,0
1375156244009385987,0,3,0
1375154571463495687,0,3,0
1375154253988249604,0,2,0
1375153273519419413,0,3,0
1375152411430551555,0,3,0
1375151692409344010,0,3,0
1375151566013992961,0,3,0
1375151176434470922,0,3,0
1375150374869479434,0,3,0
1375150258565443585,0,3,0
1375150054265253899,0,3,0
1375147302004920323,0,3,0
1375147239836950540,0,3,0
1375146825775218689,0,3,0
1375146369460092929,0,3,0
1375146237406633988,0,3,0
1375145576149422082,0,3,0
1375144008721297418,0,3,0
1375142498264289283,0,3,0
1375142137319321603,0,3,2
1375140457773199360,0,3,2
1375140154327830535,0,3,2
1375139813653938178,0,3,0
1375137606573375493,0,3,0
1375136164038983692,0,3,0
1375134957484576768,0,3,0
1375131829632700420,0,3,2
1375131521301032963,0,3,0
1375130824010563588,0,3,0
1375130132755611649,0,3,0
1375129046699417600,0,3,2
1375128830944419841,0,3,0
1375126230761099265,0,3,2
1375125002861867011,0,3,0
1375123524185112576,0,3,2
1375119491248574471,0,3,0
1375119335178579968,0,3,2
1375116496163237897,0,3,2
1375116285089095680,0,3,0
1375116213999788040,0,3,0
1375116181179224065,0,3,0
1375111357637492744,0,3,2
1375107642222383110,0,3,2
1375107262700613634,0,3,0
1375102960015974404,0,3,0
1375100730881769480,0,3,2
1375100130119069697,0,3,2
1375097012551618560,0,3,0
1375094367552204800,0,3,0
1375093026742280205,0,2,0
1375092743601582080,0,3,0
1375092481864433667,0,3,0
1375090649842782210,0,3,0
1375089188203331586,0,3,2
1375088551918981121,0,3,0
1375087820319174657,0,3,2
1375087682641141766,0,3,0
1375087426746601475,0,3,0
1375086551869308931,0,3,0
1375085983629246474,0,3,2
1375085579600343042,0,3,2
1375084991600803841,0,3,2
1375083847105314818,0,3,0
1375082767155916802,0,3,2
1375081696790515712,0,3,0
1375081223119372291,0,3,0
1375081120929349638,0,3,0
1375080441548578827,0,3,0
1375079973007020047,0,3,0
1375078205476966402,0,3,0
1375077970201751556,0,3,0
1375077002177351681,0,3,0
1375076955570192385,0,3,2
1375076714607480836,0,3,0
1375076404526776322,0,3,0
1375074687164747776,0,3,2
1375074008136355842,0,3,0
1375071777752244225,0,3,2
1375070942779609092,0,3,2
1375070852761460736,0,3,0
1375070766182596613,0,3,2
1375069968753025025,0,3,0
1375068513098928129,0,3,2
1375067856774299656,0,3,0
1375065823136649219,0,3,0
1375064390861488128,0,3,2
1375063586389757954,0,3,0
1375062629564215297,0,3,0
1375060836063047686,0,3,0
1375060730840559627,0,3,0
1375060258780033028,0,3,2
1375059966281850886,0,3,0
1375059613301751808,0,3,0
1375059153899634689,0,3,0
1375058749400870915,0,3,0
1375055669120933891,0,3,0
1375054646994173958,0,3,0
1375054257578250241,0,3,0
1375054210354589696,0,3,0
1375051518915788805,0,3,0
1375051042027675650,0,3,0
1375050570269085698,0,3,0
1375050415750983685,0,3,0
1372873064925573121,0,3,0
1372872981626650627,0,3,0
1372872299569938436,0,3,0
1372872278820655105,0,3,0
1372872240849649664,0,3,0
1372872043973242880,0,3,0
1372871807955505163,0,3,0
1372871412495613956,0,3,0
1372871279976529922,0,3,2
1372871233864413186,0,3,0
1372871112414089218,0,3,0
1372870977000968194,0,3,0
1372870852727992320,0,3,0
1372870720020221953,0,3,0
1372870361788903428,0,3,0
1372870334957912069,0,3,0
1372870325927608321,0,3,0
1372869665236602884,0,3,0
1372869604045901826,0,3,0
1372868811108540419,0,3,0
1372868148249174017,0,3,0
1372868050412797956,0,3,0
1372867922297815041,0,3,0
1372867549810077707,0,3,0
1372867529446719494,0,3,0
1372867517039906822,0,3,0
1372867031637356546,0,2,0
1372866244462923780,0,3,2
1372865508916097029,0,3,2
1372862757796786179,0,3,0
1372862479802507264,0,3,0
1372862149257748481,0,3,2
1372861500608671744,0,3,0
1372856924228698112,0,3,0
1372855365755359232,0,3,0
1372853766496587777,0,3,1
1372853432986505219,0,3,0
1372852518632484864,0,3,0
1372850517253226498,0,3,0
1372850462513319945,0,3,0
1372850456167333889,0,3,0
1372850341985722369,0,3,0
1372849222991687681,0,3,0
1372848884981116930,0,3,0
1372848667883929602,0,3,0
1372847815823654912,0,3,0
1372847779345805312,0,3,0
1372847212926017540,0,3,0
1372846231156883461,0,3,2
1372846021760458753,0,3,0
1372845809000181762,0,3,0
1372845299614502912,0,3,2
1372843344540409857,0,3,0
1372839264921194498,0,3,2
1372839231979204610,0,3,0
1372839008259215360,0,3,0
1372838830928183302,0,3,0
1372838797860347906,0,3,0
1372838564090773506,0,3,0
1372838273563947011,0,3,2
1372837749477142529,0,3,0
1372834585608851457,0,3,0
1372834280842346498,0,3,0
1372833964189171712,0,3,0
1372831685998473217,0,3,0
1372831150700425218,0,3,0
1372826883474255873,0,3,0
1372826676430704651,0,3,0
1372825231795101696,0,3,0
1372824825803255809,0,3,0
1372824443622465538,0,3,0
1372824378661081092,0,2,0
1372823319473426434,0,3,0
1372816431105081344,0,3,0
1372814847025545218,0,3,0
1372811806603939840,0,3,0
1372811057669017608,0,3,0
1372809950242742273,0,3,0
1372807624685715457,0,3,0
1372807340571906049,0,3,0
1372805726985461760,0,3,2
1372805186796847106,0,3,2
1372804133279830023,0,3,0
1372803656957882373,0,3,0
1372803651878588418,0,3,0
1372802265606717440,0,3,0
1372802103484190724,0,3,2
1372801511332270080,0,3,2
1372799243761577987,0,3,0
1372797957209165828,0,3,0
1372797882231746564,0,3,0
1372797181862703108,0,3,0
1372796604080480260,0,3,0
1372796507691249668,0,3,0
1372796097383440398,0,3,0
1372794873326137346,0,3,0
1372793249773985793,0,3,0
1372792035669729281,0,3,2
1372791541618503691,0,3,0
1372789703527653377,0,3,0
1372789139410591754,0,3,0
1372788653890490376,0,3,0
1372786125648003078,0,3,0
1372786118802862081,0,3,0
1372781491734728708,0,2,0
1372778954310905860,0,3,2
1372778902897127425,0,3,0
1372777924630253573,0,3,0
1372770042190831617,0,3,0
1372765945815388162,0,3,0
1372759814611243026,0,3,0
1372759738589573120,0,3,0
1372758662406492160,0,3,0
1372757664791334920,0,3,0
1372753597595721730,0,3,0
1372752689369546755,0,3,0
1372748444041846784,0,3,0
1372744286085648384,0,3,0
1372742918428037124,0,3,0
1372742894327586816,0,3,0
1372738863060418560,0,3,0
1372737294545907714,0,3,0
1372735962103443468,0,3,0
1372733590719594502,0,3,0
1372726441201242113,0,3,0
1372717205268365315,0,3,0
1372714972363493376,0,3,0
1372711920378261508,0,3,0
1372704580694335490,0,3,0
1372703112293724160,0,3,0
1372702455394406406,0,3,0
1372701854023483400,0,3,0
1372698626909208577,0,3,0
1372698028449091593,0,3,0
1372696504289402882,0,3,0
1372696389193453570,0,3,0
1372695462365515779,0,3,0
1372690135523987457,0,3,0
1372689226119188493,0,3,0
1372688012866424835,0,3,0
1372687222722420736,0,3,0
1372681732265238533,0,3,0
1372681600933244930,0,3,0
1372680952040808456,0,3,0
1372680510049255426,0,3,0
1372679916299419649,0,3,0
1372676882425057282,0,3,0
1372676348804743168,0,3,0
1372675829470273544,0,3,0
1372675808460963840,0,3,0
1372675563295551492,0,3,2
1372674163400437762,0,3,0
1372673132306251781,0,3,0
1372672655023861761,0,3,2
1372672162063130628,0,3,2
1372671788325437446,0,3,0
1372670925867470849,0,3,2
1372670603694604289,0,3,0
1372668995392917511,0,3,2
1372668900408758280,0,3,0
1372668190573146117,0,3,0
1372666015801282566,0,3,0
1372665805607989258,0,3,0
1372664286103883782,0,3,0
1372663901867945993,0,3,0
1372662107838287872,0,3,2
1372660907248123904,0,3,0
1372660031150231552,0,3,0
1372659989643415558,0,3,0
1372659508523249664,0,3,2
1233904667022807041,0,3,0
1233904642288947200,0,3,0
1233904351141335042,0,3,1
1233904310305644544,0,3,0
1233904295252242437,0,3,0
1233904280958128128,0,3,0
1233904271227265024,0,3,0
1233904257809645568,0,3,0
1233904170194915331,0,3,0
1233904146379681792,0,3,0
1233904060828389377,0,3,0
1233904047515750402,0,3,2
1233904031787081728,0,3,0
1233904001248309248,0,3,0
1233903960483860481,0,2,0
1233903793269547009,0,3,0
1233903749233594375,0,3,2
1233903733051928577,0,3,0
1233903675225055233,0,3,2
1233903662990319616,0,3,0
1233903619671547905,0,3,0
1233903604425220096,0,3,1
1233903543087747072,0,3,2
1233903498737131521,0,3,0
1233903463567970306,0,3,2
1233903436107862016,0,3,0
1233903433226256385,0,3,0
1233903307619524609,0,3,0
1233903294013169664,0,3,0
1233903276594204672,0,3,0
1233903261528264706,0,3,2
1233903246881837057,0,3,0
1233903241357910016,0,3,0
1233903059991855104,0,3,0
1233903056795754496,0,3,0
1233903039422976000,0,3,0
1233903028488622082,0,3,2
1233902948012482561,0,3,2
1233902944535416833,0,3,0
1233902879016091648,0,3,0
1233902818307825666,0,3,0
1233902791665557506,0,3,1
1233902787987156992,0,3,2
1233902750846636032,0,2,2
1233902709943742464,0,3,0
1233902683901198336,0,3,0
1233902679849566208,0,3,0
1233902671041482752,0,3,0
1233902667526811648,0,3,2
1233902492704006145,0,3,0
1233902402597785601,0,3,0
1233902391302541312,0,3,0
1233902390375526404,0,3,0
1233902373547933697,0,3,0
1233902362542116864,0,3,0
1233902309316403201,0,2,0
1233902287321477127,0,3,2
1233902215569563649,0,3,2
1233902165061705734,0,3,1
1233902156652175361,0,3,2
1233902124112715777,0,3,2
1233902124096016384,0,3,2
1233901998149373964,0,3,1
1233901956088946689,0,3,0
1233901905686007815,0,3,1
1233901892025094144,0,3,0
1233901874312548353,0,3,2
1233901870034432001,0,3,2
1233901850572861440,0,3,1
1233901848064614402,0,3,1
1233901780418940929,0,3,0
1233901775427710983,0,3,0
1233901761787781124,0,3,0
1233901700202799105,0,3,0
1233901663724937219,0,3,2
1233901649673895936,0,3,0
1233901632917823490,0,3,2
1233901557030232066,0,3,1
1233901537270882307,0,3,0
1233901536096419840,0,3,0
1233901424142098432,0,3,0
1233901402252070912,0,3,0
1233901340298010624,0,3,0
1233901255178715136,0,3,0
1233901245267632128,0,2,0
1233901235859836929,0,3,0
1233901202754150400,0,3,0
1233901190406078464,0,3,0
1233901099226193920,0,3,0
1233901088132169729,0,3,2
1233901060722511874,0,3,0
1233901041172787202,0,3,2
1233901009933492225,0,3,0
1233900976962035712,0,3,1
1233900952505274375,0,2,1
1233900832279728128,0,3,2
1233900788793122817,0,3,0
1233900742928367617,0,3,1
1233900711169155074,0,3,0
1233900644576169985,0,3,0
1233900613588615168,0,3,2
1233900601018286081,0,3,2
1233900580541566976,0,3,0
1233900558538493952,0,3,0
1233900462119833600,0,3,0
1233900444281376772,0,2,0
1233900439944540162,0,3,2
1233900417760841729,0,3,2
1233900413365215234,0,3,0
1233900064415899649,0,3,0
1233900052441112578,0,3,2
1233900039464005633,0,3,2
1233900000943464448,0,3,0
1233899946249719808,0,3,0
1233899892495523841,0,3,0
1233899872903925761,0,3,0
1233899791588917255,0,3,0
1233899744033955840,0,3,2
1233899725360893952,0,3,0
1233899639289589760,0,3,1
1233899634684301312,0,3,0
1233899530774614016,0,3,2
1233899438227234818,0,3,0
1233899396498153474,0,3,0
1233899366039138305,0,3,2
1233899356018880512,0,3,2
1233899310040915968,0,3,0
1233899289715388421,0,3,2
1233899274590662657,0,3,2
1233899267934359552,0,3,0
1233899236430876672,0,3,2
1233899214050070530,0,3,0
1233899113713930240,0,3,0
1233899035645349890,0,3,0
1233899027147689984,0,3,0
1233899016716537857,0,3,1
1233899004146208768,0,3,0
1233898936273973249,0,3,0
1233898928023777280,0,3,2
1233898878602240002,0,3,0
1233898844024430603,0,3,0
1233898816639766530,0,3,0
1233898739825303552,0,3,0
1233898736109133830,0,3,2
1233898655096213505,0,3,0
1233898640604893186,0,3,0
1233898600154963969,0,3,2
1233898555623997440,0,3,0
1233898540629446657,0,3,1
1233898532899303424,0,3,2
1233898452737810432,0,3,0
1233898424363339778,0,3,0
1233898414900994048,0,2,1
1233898374887333888,0,3,2
1233898360920248322,0,3,0
1233898254758223876,0,3,2
1233898246516432896,0,3,0
1233898234910846976,0,2,2
1233898168082931712,0,3,2
1233898081785204736,0,3,0
1233897930597289984,0,3,0
1233897918702198786,0,3,0
1233897902877106177,0,3,0
1233897854885924871,0,3,2
1233897852511965184,0,3,0
1233897845503221760,0,3,0
1233897838892982274,0,3,0
1233897829619376129,0,3,0
1233897762049200134,0,3,1
1233897734022877185,0,3,0
1233897649914421260,0,3,0
1233897625918885891,0,3,0
1233897600429981696,0,3,0
1233897600107077633,0,3,0
1233897503344537600,0,3,0
1233897452517937153,0,3,1
1233897446306172928,0,3,2
1233897418636320770,0,3,0
1233897414748188672,0,3,1
1233897400722481152,0,3,0
1233897377116848128,0,3,1
1233897316391833600,0,3,2
1233897255385649153,0,3,0
1233897235097636865,0,3,0
1233897197927882758,0,3,0
1233863265668751365,0,3,1
1233863261251964930,0,3,0
1233863247088017409,0,3,0
1233863203005792256,0,3,0
1233863181837185024,0,3,0
1233863180922826760,0,3,0
1233863154284875782,0,3,0
1233863144449200129,0,3,1
1233863117605568515,0,3,0
1233863110513057793,0,3,0
1233863092217536517,0,3,0
1233863087452762112,0,3,2
1233863083652763656,0,3,0
1233863056033230848,0,3,1
1233863052723937288,0,3,0
1233863050882580482,0,3,0
1233863050144501760,0,3,0
1233863025247113217,0,3,0
1233863024605155328,0,2,2
1233863015855988740,0,3,0
1233862978400903169,0,3,2
1233862924445396992,0,3,0
1233862918812393473,0,3,1
1233862905357094912,0,3,0
1233862899799601152,0,2,0
1233862882955276290,0,3,0
1233862872079437824,0,3,0
1233862863862870019,0,3,0
1233862860385792000,0,3,0
1233862857114181635,0,3,2
1233862854266228737,0,3,0
1233862828123136001,0,3,0
1233862781197279233,0,3,0
1233862774633136128,0,3,0
1233862744362934273,0,3,0
1233862724192473101,0,3,2
1233862718161072128,0,3,2
1233862707096555521,0,3,0
1233862697873215501,0,3,0
1233862648367927296,0,3,0
1233862624032559110,0,3,0
1233862585835048960,0,3,0
1233862578230759424,0,3,2
1233862568898416640,0,3,0
1233862557217280013,0,3,0
1233862526129102854,0,3,0
1233862524942114816,0,3,0
1233862517878927361,0,3,0
1233862496601153537,0,3,2
1233862484156698635,0,3,0
1233862457787109378,0,3,2
1233862455287255045,0,3,0
1233862452623835138,0,3,0
1233862390334312448,0,3,0
1233862383933829120,0,3,0
1233862375255703553,0,3,0
1233862369836781570,0,3,0
1233862361909518336,0,3,0
1233862351952150529,0,3,2
1233862333585412097,0,3,0
1233862330808754176,0,3,1
